Review Message,Sentiment
"TITANIC, that preposterously beautiful film made in 1997 with a very young Leonardo Di Caprio and Kate Winslet, James Cameron's Magnum Opus, continues to impress, especially when viewed yet again on New Year's Day 2012 - a fifteen year old film that remains one of the most impressive cinematic achievements from Hollywood. One of the many reasons it remains resonant is the manner in which the film addresses class systems - the wealthy versus the poor is a hot topic today and the film shows us why - and the extraordinary cinematic recreation of the sinking of that mighty ship.

But for many the manner in which Cameron sets the tone of the story, the reminiscence of the elderly Rose unraveling the tale to her granddaughter and crew of ship Keldysh attempting to raise the Titanic now 84 years on the bottom of the ocean and carrying that theme through the course of the film, seems more cogent today than even at movie's release. Gloria Stewart is radiant as the old Rose and her rapt audience includes Bill Paxton, Suzy Amis, Lewis Abernathy, Nicholas Cascone, and Anatoly M. Sagalevitch. From there the opulence of the 'unsinkable' Titanic unfolds and the gradual love affair between Rose Bukater (Kate Winslet) and poor artist Jack Dawson (Leonardo Di Caprio), a relationship at risk from the brewings of Rose's mother (Frances Farmer) and Rose's intended (Billly Zane). The cruise lasted from April 10, 1912 to April 15, 1912, but it was a lifetime of commitment between the young lovers.

In retrospect the performances by some fine actors who would continue to rise is of note: Ioan Gruffudd, Victor Garber, David Warner, Danny Nucci etc. The film could have used some editing to reduce the length, and the presence of the unsinkable Molly Brown (Kathy Bates in a wasted role) though historically accurate ads very little to the film and even distracts a bit. Still TITANIC is just that - titanic - and no matter how many times we see it, it never fails to impress.

Grady Harp",positive
,
"I understand why every Dick and Jane on the planet liked this, but why did the critics give it such good reviews? I mean, it is not, contrary to popular opinion, the worst movie ever made (although, yes, it may be the most overhyped, although The Matrix and Star Wars: Episode 1 are huge contenders). It is merely bad. There are very few things to like in this film. Technically, it succeeds to a point. I really did believe that I was watching a real ship sink (well, since the model built by Cameron for the film was just barely a model and more a full-sized ship, it ought to look real!). Some of the CGI was terrible, though. The people falling from the boat were so obviously digitally created that I laughed a bit. The writing is extraordinarily weak. Dialogue is just as bad. Everything that happened in the film, which takes over 3 hours, can easily be related on a cocktail napkin. The worst part about it has to be the acting. Kate Winslet has actually been good, elsewhere, but here she has nothing to work with. DiCaprio is bad. There's no saving him - his career, much like that of a boy band, is going down the toilet as I type (he's starting to gain weight and get greasy like Marlon Brando did - this sort of right is only reserved for actors of Brando's status, so stop it now, Leo!). Billy Zane is awful, too, but it is mostly that his part is so insubstantial.

So do you believe in payolas? It's beginning to make me curious that such obviously bad films as Titanic, American Pie, and The Matrix all got rave reviews from critics. All three of the films were abominations. And you may ask, what does it matter if a critic reviews it well? I don't care about their opinion! Not true, my friend. Even if your insecurities tell you that critics are unimportant, you always secretly feel victory when the consensus is for a film you really like. Therefore, there are no guilty feelings after you have enjoyed something like Titanic so much. Instead, you feel for a fading second that, yes, you are part of high culture. You understand art. BLAH! It's all just sinister psychology working its claws over simple minds.

And for those of you who absolutely despise this film, I can guess your favorite pictures: Pulp Fiction, Reservoir Dogs, Fight Club, and, of course, The Matrix. Well, you people should actually begin to learn what REAL film is. Rent A Night to Remember, the best film about the Titanic's sinking. It is not the greatest film ever made, but it is great.",positive
"Well, it's not ""Avatar"" levels of disappointment, but ""Titanic"" is far from Cameron's best work. Don't get me wrong, there's a great disaster epic here, but you've gotta work for it. The actual iceberg doesn't appear until 100 minutes in. A hundred. That's a lot of forced love story to slog through before real dread starts to build. And the less said about that song, the better.

This isn't a bad movie, and it's technically proficient when the effects take center stage. When it's actually about White Star Line's monumental hubris, and the destruction raining down (or washing in) the spectacle lives up to the director's name.

But the rest of it . . .

5/10",positive
"It was brave of James Cameron to attempt an undertaking on this scale. Making the world's most expensive movie ever is always to tempt fate; the film which had previously held that distinction, the Kevin Costner vanity project ""Waterworld"", had been a disaster in both financial and artistic terms. Even before ""Titanic"" was finished, rumours were circulating that it would be equally disastrous; the critics began preparing their ""sinking ship"" metaphors in anticipation of its failure.

In the event, of course, the critics were confounded; the film was a great success, both at the box office and with the Academy, who awarded it eleven Oscars including best picture and best director. It became the most talked-about film of 1997. Eight years on there have been other films on a similar epic scale and some of the excitement it provoked has died away. Nevertheless, even today it stands out as a fine achievement.

""Titanic"" combines two quite different genres, the disaster movie and the ""heritage"" costume drama. The late nineties saw a modest revival of the disaster picture, that quintessentially seventies genre, with ""Twister"" in 1996 and ""Dante's Peak"" and ""Volcano"" the following year. Cameron took the basic formula for such films and applied it to a real historical event, making a film on a grand scale with lavish attention to period detail. The real Titanic sinking had a number of features which fitted the genre; it is something of a convention of disaster movies that the disaster should be caused, or at least exacerbated, by the incompetence or complacency of those in authority, an element emphasised here. Bruce Ismay, the Chairman of the White Star Line, proudly proclaims the ship unsinkable, then causes the disaster by urging the captain to steam at top speed through an ice-field. To make matters worse, the company have neglected to provide sufficient lifeboats for all on board.

Cameron also imported into the film some of the conventions of ""heritage cinema"". That genre has often been used to examine the British class system, often in films which feature romances between individuals from different social backgrounds, such as Losey's ""The Go-Between"" or Merchant-Ivory productions like ""Howard's End"". Cameron takes the same concept and uses the film to examine the historical roots of the American class system, of which the ship, with its first, second and third class passengers, is a microcosm. Intertwined with the story of the tragedy is the story of the romance between Rose Dewitt Bukater, daughter of an aristocratic Philadelphia family, and Jack Dawson, a struggling artist from a working-class background.

The America that we see is not, as is sometimes said, a classless society, nor even one where class is solely determined by wealth. The Dewitt Bukaters, for all their old-money pretensions, are in financial difficulties, and Rose's late father died heavily in debt. Rose's mother Ruth sees that the only way to maintain the family's social status will be if Rose makes a ""good"" marriage to a wealthy man, and a seemingly ideal candidate has presented himself in the shape of Cal Hockley, the son of a nouveau-riche industrialist. Unfortunately, Cal is an arrogant, selfish snob, and Rose cannot bear the thought of marriage to him. She considers suicide by throwing herself off the ship, but is dissuaded from doing so by Jack, and the two fall in love.

Some have criticised the film for concentrating on the romance of Jack and Rose, arguing that this focus is somehow demeaning to a real-life tragedy in which over a thousand people died. This is not a criticism with which I would agree. It would clearly have been impossible to tell the personal stories of all those who died; Cameron's aim was to put the disaster into context and heighten its impact by giving us two characters we can care about and to make their story representative of the stories of all those caught up in the drama, thus heightening the film's emotional impact.

The film has a number of weaknesses. The liberties taken with historical accuracy, such as the denigration of the character of William Murdoch (who in real life died bravely), can sometimes seem offensive. The opening scenes and closing, which deal with the attempts of a modern salvage team to recover from the wreck a valuable jewel given by Cal to Rose, were possibly unnecessary and certainly overlong, and could easily have been pruned. The acting is not always very good; I was less than impressed by Leonardo Di Caprio as Jack. (In fairness it must be said that he has greatly improved as an actor since 1997, having given a good performance in ""Catch Me If You Can"" and an excellent one in ""The Aviator""). Kate Winslet as Rose was better, although even she fell short of the brilliance she had shown in ""Heavenly Creatures"".

The weaknesses are, however, greatly outweighed by the film's strengths. A special mention must go to James Horner's evocative score and Celine Dion's song ""My Heart Will Go On"". There are a number of good performances in minor roles, from Kathy Bates as Molly Brown, shunned as vulgar by her fellow first-class passengers but more good-hearted than any of them, Bernard Hill as Captain Smith, a decent man but without the strength of character to stand up to Ismay's bullying, and Frances Fisher as Ruth, a woman who puts her social status ahead of her daughter's happiness. In the end, however, this is not a film one watches for the acting. I would agree with the reviewer who said that the real star is neither Kate nor Leo but rather the great ship itself, particularly during the spectacular scenes after it hits the iceberg. The success of ""Titanic"" gave Hollywood back the self-confidence to make pictures on a grand scale with daring, energy and imagination, leading to recent epics such as ""Gladiator"" and ""Troy"". 8/10",positive
,
"I gave this film a bad review on IMDb in 2002. I deleted my review today - mainly because I don't agree with it anymore. In fact, I'm not so sure I totally agreed with it when I wrote it. I felt an obligation to hate this movie because people who like it are typically made fun of. But I have to admit: I _do_ like it.

Yes, the romantic subplot is silly to the extent that Jack would never find himself anywhere near Rose to begin with. But you know what? The romance provides a nice outlet through which to frame the actions of the Titanic's sinking. A three-hour movie about random people on a boat that's going to sink would be a true bore. James Cameron - despite his personal flaws - is a great storyteller and by focusing on characters before heading on to the carnage, he builds a relationship with the viewer. Think of any good historical movie - apart from a few films such as ""The Longest Day,"" most of the time there's a story taking place around the event.

As for ""Titanic"" - some people will feel offended. Some people will hate the romantic subplot and find the entire thing unbearably hokey. Some people will make fun of Leonardo DiCaprio (although, thankfully, that phase seems to have passed and he now demands more respect as an actor). And some people will just fast-forward to the end so they can see the Titanic sink (and I'm really hoping that wasn't a spoiler for anyone - because if it was, you need to go take a middle school history course again).

The acting isn't bad. Leonardo DiCaprio picked up a lot of misery for his acting here. But he's gone on since to prove, like Johnny Depp, that he's more than just a pretty face. His performances in films such as ""The Aviator"" and ""Catch Me If You Can"" echo his early work in ""What's Eating Gilbert Grape?"" - he's one of this generation's finest actors. It's no wonder Scorsese enjoys working with him so much. It may almost seem absurd to even make this comparison, but after some of his recent films DiCaprio has struck me as another Robert De Niro: he has the talent and the intelligence. It's a shame the success of ""Titanic"" pushed him back for a few years.

Kate Winslet, on the other hand, is a nice contrast against DiCaprio, however I didn't totally buy their romance at all times and they're not the best screen couple in cinema history by any means. Meanwhile, in the Villain Department, Billy Zane is, for once, not bald.

If you don't think you'll like it, you probably won't. It's one of those films that people either love or hate. If you didn't like ""Braveheart"" there's a good chance you'll hate this as well.

If you can watch it with an open mind, however, and accept its romantic angle, you may enjoy it.",positive
,
"To admit this is the first time I have watched TITANIC from A to Z might hinder my credibility as a serious film critic (as least a self-acclaimed title), I have had several sketchy viewings during all these years but never conquered it entirely, then all of sudden it occurred to me a few days ago this is the biggest loophole in my filmography which I should mend ASAP, so after the lengthy 3 hour saga, now I could feel calmer in facing the numerous household names still stuck in my to-be-watched list and meanwhile other potential newcomers have never stopped emerging.

To be honest with oneself, no one could deny TITANIC is a monumental masterpiece, the visual stunts are so compelling and marvel me in its verisimilitude of reconstructing such a monolith setting (what's more indomitable is the fact that it has survived a 15 year interval which should have been a light-year in the evolution of digital technology, and will still stand out not only among its peers). Also the film is a well-crafted emotional vehicle of a catastrophe depicting in an impeccable way to render immaculate empathy towards its audience as if we were literally heading towards our own doomsday (I did redden my eyes when the valedictory score was accompanying the final farewell).

The love story of Jack and Rose, although being a bit predictable and the black or white of the character development is somewhat perfunctory given the ample running time it has, could universally strike a chord in any corner of the world, DiCaprio and Winslet have generated unparalleled chemistry on screen (especially for Kate, since she has a more narrative arc to accomplish). Billy Zane, whose past 15 years has testified that he could never outshine this tailor-made character. Gloria Stuart and Katy Bates are both in my top 10 list of the supporting category, and since I'm re-watching DOWNTON ABBEY these days, whose correlation with TITANIC has suggested that all the first-class passengers don't need to change any outfit to be grafted into the red-hot show, maybe Katy Bates could reprise her role as the survival of the calamity, Julian Fellowes might give it a shot.

To be the all-time highest grossing film in North America, and the runner-up if put under the international parameter (after Cameron's own brooding AVATOR 2009, 9/10), TITANIC has every reason to be loved by the majority of the mass, and it may not be among the top- tier darling among orthodox film critics, but will remain as a tenacious one in my list. Another afterthought is that I hope AVATOR will look as fabulous as TITANIC now when 2024 eventually arrives.",Neutral
,
"Titanic was not as good as I was hoping it to be.... I was disappointed in the film. I want to like this film because Leonardo DiCaprio is in the film because I like him - he's a great actor! But I could not get past the fictional romance the movie was focused on. I was hoping for more of a documentary type of a film but, alas, it was not so.

The casting and acting was quite good! The set was realistic as well. There are good moments in the movie so I can't knock it completely.

IDK, maybe I will have to be alone and in a romantic mood to enjoy this movie more than I actually did the first couple times I viewed it. Or, maybe, I really did want a modern documentary type of movie on The Titanic.

I hate to dislike this film but I do. It's a movie I should at least like better than I do but I do not. I have to rate the film low due to the fictional romance the film was focused on.

6/10",negative
"I saw this movie when it first came out in theater and the whole theater was packed and for good reason. This has many elements to make a good romance movie, yeah it gets a bit sappy and corny but that is passable. I thoroughly enjoyed watching this movie when it first came out but acted like I hated it for the sake of hating it. Because it came out sometime when I was in elementary school and all the kids back then was making fun of this movie. Although some of them probably enjoyed watching this movie as well. This is the movie that made Leonardo DiCaprio and made him a teenage heartthrob. So the plot is basically this to put it simply, it's about a romance that blossoms on a ship called Titanic between a poor guy named name Jack Dawson(Leonardo DiCario) and Rose(Kate Winslet). But Rose is engaged to a douche but the romance between Jack and Rose increases even during the sinking of the ship. I am not giving anything away since anyone that knows a bit of history knows that the Titanic sank. And when the human nature when it comes to survival kicks in, that is done in a pretty realistic manner. Even if the romance aspect of this movie is pretty straightforward but at least it's engaging and that is what matters. Everything from the cinematography to special effects were phenomenal for a movie from the late 90's and it's still spot on today. I finally got the chance to see this movie in 3D again and it was still good. And the conversion to 3D is done well.

7.9/10",positive
"This is an epic tragedy movie about aristocrat Rose DeWitt Bukater falling in love with poor artist Jack Dawson, aboard the doomed Titanic. It is a beautiful but typical love story that captures the audience's hearts, providing a compelling subplot among the more tragic main story of the ill-fated voyage.

Many of the movie's element was directed with excellence: the actors provided a solid and believable performance; the cinematography was beautiful; the music score was moving; and the sceneries and settings aboard the ship, amidst the flashy and famed lifestyles of aristocracy and amidst the poor but carefree lives of the townspeople and artists, were brilliant.

The scenes of each character's fate after the Titanic started sinking is extremely powerful, haunting, and sometimes disturbing. The film quickly shifts from an emotional love story, which I thought was, unfortunately, pretty boring, to a heart-wrenching tragedy that cannot help but send chills down your spine (where most of the action lies).

This movie is a little on the long side though, with several filler scenes that drag away from the main plot. Some sequences of Jack and Rose were pretty cliché - reminding you too much of a teenage-bop love story. While I am not a big drama fan, this movie is a good exception for pure, dramatic entertainment, but not one I would watch over and over again.

Grade C",neutral
"I avoided watching this film for the longest time. Long before it was even released I had dismissed it as an over-hyped, over-blown, overly romanticized piece of Hollywood schmaltz, and I wanted nothing to do with it. I never watched it in the theatre. I shook my head in disbelief at the 11 Academy Awards - even though I had never seen it. Then I was asked to be a judge at a high school public speaking contest. One of the girls spoke about this movie. ""It was so great,"" she said. ""You really felt like you were on the ship."" ""Nonsense,"" I thought. I shared my feelings with my fellow judges. One looked at me and said, ""you might be right, but if she liked the movie that much maybe she'll want to learn more about the real Titanic. The movie must have done something right to get her so interested."" ""Well, maybe,"" thought I. Then it finally appeared on Pay TV. ""OK,"" I thought, ""I'll give it a look see."" I didn't want to like it - and I didn't. I loved it! What a great movie.

Where to start? First - the directing. My high school public speaking contestant was right. James Cameron does a superb job of creating an almost ""you are there"" type of atmosphere. The gaiety of life aboard the most elegant ship in the world. The nonchalance as news of the iceberg first spreads; then the rising sense of panic. You don't just watch it; you really do feel it. Then - the performances. The lead performances from Kate Winslet (as Rose) and Leonardo DiCaprio (as Jack) are excellent - Winslet's being the superior, I thought, but both were good. They had their rich girl/poor boy characters down to a perfect ""t"" I thought. In my opinion, though, stealing the show was Frances Fisher as Rose's mother. She was perfect as the snobby aristocrat, and you could feel the fear and loathing she felt every time she looked at Jack. Then - the details. I'm no expert on the sinking of the Titanic, but I have a reasonable general knowledge, and this film does a super job of recreating the historical details accurately and then weaving them seamlessly around the fictional romance. Very impressive, indeed. Then - the song. Who can watch this movie and not be taken with Celine Dion's performance of ""My Heart Goes On.""

Problems. Well, the romance was perhaps too contrived, in the sense that I just don't accept that Jack could have moved so effortlessly from steerage to first class. (I know he was invited the first time; but he seems to keep getting into first class without being stopped until he's been there for a while.) The realities of the separation of the social classes were much more realistically portrayed, I thought, when the steerage passengers were going to be left locked down there after the ship hit the iceberg while the first class folks got to enjoy half empty lifeboats.

A minor quibble, though. This is truly an excellent movie. My only regret is not seeing it in the theatre, where I think it would have been so much more impressive.

9/10",positive
"Seeing as Titanic is one of the most financially successful films of all time and whose storyline is know by almost everybody, I have decided not to base this review so much on the content of the film. Instead I would prefer to to look at how this movie is in fact something of a one-off historically.

The uniqueness of Titanic in film history is down to a couple of inter-related things. Firstly, it stands apart as being a picture that combines state-of-the-art special effects technology within the frame-work of a romantic epic. Never before or since has this been done and it goes some way to explain the film's phenomenal success. This leads onto the other element of Titanic that is unusual – the fact that a mega-budget blockbuster was quite clearly aimed primarily at women. Again, in the age of the blockbuster this tactic is just not the done thing. James Cameron has always been an action film director who is very female-aware. From Aliens through to Avatar, his movies always feature unusually strong women in central roles; often as the main identifiable action figure. So perhaps it's not, therefore, surprising that with Titanic Cameron should create the ultimate female-centric special-effects blockbuster. This approach paid off of course, women especially went in droves to see it, and the film went super-nova at the box-office.

For the first half of the film we have a romance. A cross-class romance that is doomed from the start, in the same way as we all know the famous ocean liner is. The parallels between these two story lines ultimately compliment each other – the love story gives the disaster a personal edge, while in turn, the disaster gives the love story an epic tragic quality. The first time I watched the film I thought the romantic plot was an unnecessary and annoying addition, the second time I began to understand that it gives the film an emotional basis that it feeds off. I now have a great deal more respect for this most unfashionable and often vilified of Hollywood movies. It's uniqueness in film history too in terms of its approach and audience demographic is also something worth at least a little respect. It's unusual combination of special-effects driven action with period-set romance is not likely to be repeated very soon, and Titanic, therefore, will at the very least remain a one-off in film history.",positive
,
"The big daddy of disaster movies, less a full stop than a triple exclamation mark to the sub-genre. Like a modern-day De Mille, James Cameron sets out a 3 hour plus movie and delays the big event, the encounter with the iceberg, until more than halfway through the feature, confident that by that stage he has the expectant audience in his grip and can hold them for another ninety minutes till the end. I seem to remember lengthy movies like ""Ben Hur"", ""Ryan's Daughter"" or of course ""Gone With The Wind"" coming with an intermission roughly halfway through but there's no such break here as Cameron knows that by the time the water starts to pour into the stricken ship, no one will want to leave their seat.

The big question of course is does he do enough in that first 100 minutes to make us care for the central characters he's created, namely Leonardo DiCaprio's Jack and Kate Winslet's Rose. He contrives a highly improbable story around the king of all Magoffins, a long-lost priceless diamond which appears to be the motivation for today's treasure-seeking expedition and asks us to accept that a still-alive 101 year old lady, the subject of a nude portrait found onboard depicted wearing the diamond, holds the key as to its whereabouts.

Yes, that framing story, rather like the unlucky Titanic itself, doesn't hold much water when held up to examination being a florid slice of highly-theatrical melodrama, complete with its own pantomime villain in the shape of Billy Zane and I'll be honest in that once the calamity occurs I cared as much, indeed more about the hundreds of fellow-passengers teeming behind the leads, as I knew that they weren't really fictional and represented the 1500 lives lost that day.

Putting that aside though, it's all about the effects which even looked at now, almost 25 years on, are truly remarkable. From the ship's engine-room, to its grand dining room and outer decks, the magnificence of the boat is wonderfully recreated while the the fateful crash into the iceberg, the panic which followed, the sinking of the boat and the chilling aftermath of the dead and dying strewn across the freezing Atlantic are conveyed with ""You are there""-type realism.

Despite what I said about the importance of the SFX to the whole enterprise, it's impossible to deny the charm of DiCaprio and Winslet's performances and their own chemistry in bringing their highly idealised characters to life, but there's no question at all that the boat is the real star here.",negative
"""Titanic"" was the cinematic phenomenon of the 90's and the worldwide highest grossing film of all time before being dethroned by ""Avatar"", from James Cameron (the only director who could ever beat James Cameron in the box-office). Now, ""Titanic"" has become the quintessential cool-to-hate film, hence one of the most controversial Best Picture winners, which is surprising because if anything, the movie screams 'Best Picture'.

There's something quite unique in the way the huge success of ""Titanic"" became a defining key of detestation, challenging any attempt for a rational appreciation. Well, we're in 2011 now : the hype has passed, CGI became a tiresome trend providing a series of unoriginal special-effects-driven films, Kate won an Oscar and Scorsese injected some cinematic botox on Leo's ex-pretty-boy face. In these circumstances, I believe we have enough distance to judge ""Titanic"" again, regardless of all the peripheral elements that contributed to its success, back then, in 1997 

When ""Titanic"" was released, I was the kind of teenager who avoided any mainstream phenomenon, needless to say that I categorically refused to be brainwashed by the ""Titanic"" wave. The film was the absolute must-see and the girls were all drooling over Di Caprio, and you couldn't listen to the radio or watch TV musical programs without having the annoying flute of Celine Dion's ""My Heart Will Go On"". I was far from imagining that this music would define my personal nostalgia of the late 90's. Then the movie grabbed 11 Oscars, it was the most watched and re-watched film ever and I even had to make an essay about ""Titanic"" at school, where I eagerly expressed that the 'Iceberg story left me cold'

But suddenly something strange happened. The bubble of popularity popped, some little fellows displayed a childish pride of having disliked the film. And I can't count how many girls were so pleased to say that Leo was too girlish, when one year before, he had an 'angel face'. Then I reversed my position, and from the enthusiasm of having avoided the film, I wanted to understand why people were being so hypocritical with their own appreciation, and feel guilty as if they admired a naked Emperor, with all flash and no substance. This is how ""Titanic"" gradually became the 'cool-to-hate' film, because it's always cool to hate popular stuff, but it's so uncool to try to be cool so this was my personal encouragement to give it a chance in 1999, and to know where I stood for. I came, I saw and I liked it.

I'm not even afraid to admit that I loved it, it had everything I was expecting, it was spectacular, thrilling, romantic, and didn't rely too much on special effects except for the terrific sinking part. Yes, the film flirts with cinematic clichés sometimes, the whole 'follow your heart' message is almost Disney-like, but this is the point of the film, it's the romance with the Titanic as a setting, not the Titanic's story featuring a romance. When we think of ""Titanic"", we have less the image of the ship breaking in half in our minds, than Kate and Leo flying over the sunset, this is the defining image of the film and one of the most iconic of American Cinema. And this is the strength of the film.

A few recent movies have managed to achieve a classic status so quickly, and so impacting the way ""Titanic"" did and this is certainly due to the constant symbiosis between the story and the special effects that provided the 'classic' vibe, and whether it was intentional or not, it sure succeeded. ""Titanic"" has the thrills, the romance, and an inspirational message, simple enough to appeal to all the sensitive hearts all over the world. And seriously, let's not get too cynical about the marketing campaign, and deny the artistic value of some of the most financially successful films. There's a time for Independent films and another one for spectacular blockbusters  as long as there is a good story, justifying the use of special effects, and the exhilarating sinking sequence.

""Titanic"" had the intelligence to have a sort of classic story that could appeal on a universal level. A love story undermined by a tragedy, it's sad and inspiring, a love story between a rich aristocratic woman and a third-class youthful and optimistic boy, it's universal, the whole tragedy of the ""Titanic"" has been touched by a cinematic grace that made it one of the greatest American classics, and I mean 'great' in the classic meaning of the world. And I better take an innocent story, even naive, rather than a spectacular but dull one, like ""Independence Day"" one year before or a thought-provoking but manipulative one, like ""Saving Private Ryan"" the year after.

So, I loved ""Titanic"", I felt for the characters, the part where one mother reads a story for her children while the ship sinks will haunt me forever, the music beautifully conveys the innate sadness of a rather passionate romance. The film revives the greatest tradition of the disaster genre with a perfectionism that finally paid-off, and I applaud James Cameron for that. And now, I wonder what the haters hate in the film, what makes ""Lord of the Rings"" so deeper than ""Titanic"", love story, good vs. evil? Don't they miss the young Leo who could smile and shout even the cringe-worthy ""king of the world"" line? Regarding the actual cinematic trends, ""Titanic"" is a classic among the classics and the deserving Best Picture of 1997.

So, I don't find any particular reason to hate this film, and if I ever found one, let's say  uh, the part with the necklace which I didn't really care for, well, for one reason to dislike the film, I can find ten to love it. Disliking ""Titanic"" just because it was once so popular is simply a titanic mistake",positive
"Superficially, the loss of the Titanic is a strange theme for a movie, since we all know what happened before it even starts. But ""Apollo 13"", despite its faults, showed that a story of this sort (albeit one with a happier ending) can still succeed through a low-key focus on the human condition in a state of adversity. For ""Titanic"", however, writer-director James Cameron has chosen to embellish the facts with a predictable and cliched romance, in which Kate Winslet's feisty, intelligent (and way too modern) heroine overcomes the stupidities and rigidities of her privileged background to learn about herself and life through the love of Leonardo diCaprio. Boy-man diCaprio appears hopelessly miscast, playing a ""man of the world"" in the fashion of the lead in a high school rom-com. In fact, his role is a pretty straight reprise of his Romeo in Baz Luhrmann's brilliant Shakespeare adaptation - but whereas the whole of that film was imaginatively conceived so that this character worked in that role, in Titanic he is desperately unconvincing in a piece of social commentary that prefers corn to meat at every opportunity.

Yet oddly the film is compelling to watch, at least until the iceberg hits, precisely because you know what must come in the end. But when the boat starts to sink, so does the film. When the natural drama of the situation begins to climax, Cameron focuses instead on the ludicrous personal melodrama of his leads, and an extended action sequence that makes ""Star Wars"" seem believable by comparison. The final sinking, by contrast, is actually quite moving, though needless to say, presented with a minimum of economy.

Overall, ""Titanic"" is a contradictory film. Its massive budget shows in the beautiful attention to visual detail (particularly in the mighty portrayal of the engine room), and the bombastic force with which the director combines the private and the public sides of an unquestionably massive movie. But it also shows in the good-versus-evil plotting, the way that every scene is milked for more than it's worth, the need to tie everything up with a semi-satisfying moral knot, and the general violation of the principle of Occam's razor (i.e. ""it is vain to do with many what can be done with fewer""). Both an awesome spectacle and a perfect example of what is wrong with Hollywood, ""Titanic"" is a true film of its era. But watch ""Das Boot"" instead for a real maratime epic.",negative
"'Titanic (1997)' is bogged down by arguably unnecessary modern day sequences, its run-time sailing well beyond the time it actually took for its eponymous ship to sink. These opening and closing moments are what started Cameron's seemingly unending obsession with deep-sea documentation and, in some ways, seem a little too indulgent. However, they do add a layer of theming to the thing and sort of explain the director's motives in making a massively budgeted, romantically focused epic out of one of the most well-known tragedies of the twentieth century. Once the piece progresses into its bulk, it starts to become a lot more interesting. The film revels in its splendid set-design and CG-enhanced environments, marvelling at its own ability to aptly convey the period and paying immense attention to even the smallest of details (though it's apparently content with 'filling in the gaps' any way it pleases). At times, the picture feels rather self-congratulatory, to be honest. However, this confidence is mostly well-placed; the movie did, after all, make over a billion dollars. Just because it made money doesn't mean it's automatically good, though. It's undeniably messy and slow, somewhat confused as to whether it wants to be a straight-forward historical tragedy or an alternate-history 'against all odds' romance (and that's not even mentioning the reflexive, somewhat self-aware vibes of the modern day stuff). Having said that, it's effective on more than one occasion. Some of the romantic banter between its leads is charming, as is their overall relationship, and the 'clash of the classes' angle is generic but enjoyable. Any time DiCaprio and Winslet share the screen, the film is fairly entertaining. However, it doesn't get properly gripping until the DVD asks you to change disks halfway through. This latter half is dedicated, almost entirely, to the sinking of the ship. This is a well-known fact and, frankly, a key selling point of the picture, so it isn't exactly a surprise. Yet, the extended sequence does a good job of maintaining tension by introducing mini conflicts which don't have a pre-determined end. This segment contains some visually spectacular stuff, as water floods corridors or crushes characters against gates and the whole ship turns on its side as it sinks to the depths below. Thankfully, this stuff isn't beautiful; it's devastating. Some of it is really suspenseful, too. It's the most successful aspect of the piece, for sure - although it does feature a shot that demonstrates literally the worst 'face replacement' I've ever seen. When it comes down to it, the flick isn't as impactful as it should have been. It struggles to balance its two major elements, feels unnecessarily long and is often somewhat self-indulgent (and, thus, rather dull). It is, however, a visually spectacular and occasionally charming experience with a highly effective final third. It's long and uneven, but it's probably worth a go if you're a fan of DiCaprio, Winslet, Cameron or, somewhat strangely, historical tragedies. 6/10",positive
,
"James Cameron is one of the best directors of all time. I have never seen him make a bad movie. This and his most recent Avatar are in the top ten of my favorite all time films. I know when a movie is very good is when I choke up. I did that for several scenes in this three-hour epic. The wonderful score by James Horner initiated some of those teardrops.

This is about the fateful night in mid-April of 1912 when the luxury liner Titanic sank. Also, there is a romance story between a guy from the lower class and a girl from the upper class.

The acting is pretty great. Yes there were some cheesy lines but so what. The brilliant performances of Kate and Leo make up for it.

I can't see why people blast this movie with their criticisms. Maybe it was successful and it made tons of money.

Overall, this is one of the best movie of all times. There's a reason why it won eleven Academy awards. I rate this film 10/10.",positive
"Wow. ""Titanic"" soars effortlessly through 3 hours and 15 minutes and yet you are not exhausted or tired at all. In fact you may be wanting more by the end. James Cameron reached new heights with this film and will always be remembered as the man who directed ""Titanic"". From top to bottom the film is almost perfect. Its special effects and minute details make it a real treasure to behold. One feels as if they are really on that doomed liner. The characters are excellent as well. Kate Winslet and Gloria Stuart delivered Oscar-nominated performances. Overlooked, but equally potent was Billy Zane in a well-calibrated role. However, Leonardo DiCaprio is just there it seems. His character has mindless dialogue that does become tiring at times. Despite that small problem it is not enough to keep ""Titanic"" from easily being one of the best films of the 1990s. 5 stars out of 5.",positive
"One of the latest inquiries about this film's re-release was how it is in 3D. Pretty damn dazzling I would say. The details are more enriched, dark scenes are surprisingly crisp & clear and the entire experience is unforgettable. Re-mastered right from the ground up, In 3D, Titanic is a much more intimate experience. The visual effects are still better than most CGI films that comes out these days. Featuring epic depiction of disaster that very few movies can match, exceptional music by James Horner that today is easily one of the most recognizable scores, and last but not the least, James Cameron, who has always pushed the boundaries of technology in film-making to new levels, for crafting it with such care and dedication that it made the whole world fall in love with it, again. So take the journey, fall in love and experience Titanic, like never before.",positive
